User_email;Country_idCountry;Reason_idReason;visited;date
admin@admin.ch,221,4,1,"2017-11-13"
admin@admin.ch,90,7,0,"1933-03-14"
admin@admin.ch,54,2,0,"1969-05-07"
admin@admin.ch,205,9,1,"1943-03-06"
admin@admin.ch,154,8,1,"2024-12-26"
admin@admin.ch,44,7,1,"1997-01-14"
admin@admin.ch,45,6,1,"1979-12-18"
admin@admin.ch,173,6,0,"1998-11-12"
admin@admin.ch,247,5,0,"1966-07-09"
admin@admin.ch,208,3,1,"1965-02-12"
admin@admin.ch,138,2,0,"1907-11-06"
admin@admin.ch,85,2,0,"1933-07-12"
admin@admin.ch,169,7,1,"1953-12-25"
admin@admin.ch,150,1,0,"1964-06-14"
admin@admin.ch,239,8,1,"1968-07-01"
admin@admin.ch,112,1,0,"1977-05-07"
admin@admin.ch,138,9,1,"1908-02-10"
admin@admin.ch,233,6,0,"1915-06-21"
admin@admin.ch,15,9,1,"1908-01-23"
admin@admin.ch,87,3,0,"2030-09-03"
admin@admin.ch,161,5,0,"2036-05-13"
admin@admin.ch,223,3,0,"2050-05-20"
admin@admin.ch,219,3,0,"1980-10-16"
admin@admin.ch,155,9,1,"2013-09-26"
admin@admin.ch,185,7,0,"2025-06-18"
admin@admin.ch,68,2,0,"1964-02-21"
admin@admin.ch,101,6,1,"1902-03-07"
admin@admin.ch,79,4,0,"2042-12-18"
admin@admin.ch,211,10,1,"1945-04-25"
admin@admin.ch,124,1,0,"1993-11-23"
admin@admin.ch,220,6,0,"1917-11-15"
admin@admin.ch,48,7,1,"1905-06-04"
admin@admin.ch,220,7,1,"1949-05-10"
admin@admin.ch,91,9,0,"1979-03-09"
admin@admin.ch,130,10,0,"1963-07-02"
admin@admin.ch,216,9,1,"2024-06-09"
admin@admin.ch,151,5,1,"1972-04-18"
admin@admin.ch,33,2,0,"2023-03-26"
admin@admin.ch,69,4,0,"2041-03-15"
admin@admin.ch,201,6,1,"1913-05-16"
admin@admin.ch,201,3,0,"1917-08-17"
admin@admin.ch,158,10,1,"1924-08-20"
admin@admin.ch,243,10,1,"2018-01-19"
admin@admin.ch,60,8,1,"1908-09-11"
admin@admin.ch,195,3,0,"1957-06-22"
admin@admin.ch,138,7,1,"1927-10-04"
admin@admin.ch,127,6,0,"1937-05-12"
admin@admin.ch,227,9,0,"2006-07-14"
admin@admin.ch,41,4,1,"1969-03-15"
admin@admin.ch,169,7,1,"1944-04-27"
admin@admin.ch,129,7,1,"1998-05-24"
admin@admin.ch,161,5,1,"1977-09-14"
admin@admin.ch,230,8,0,"1930-04-04"
admin@admin.ch,93,2,0,"1929-02-01"
admin@admin.ch,115,1,0,"1922-06-20"
admin@admin.ch,247,2,0,"1937-03-01"
admin@admin.ch,106,9,0,"1924-07-20"
admin@admin.ch,231,2,0,"1977-02-05"
admin@admin.ch,141,10,1,"1949-02-03"
admin@admin.ch,14,10,0,"1981-12-09"
admin@admin.ch,89,8,0,"1981-11-10"
admin@admin.ch,105,9,0,"1944-02-24"
admin@admin.ch,6,4,1,"1926-01-27"
admin@admin.ch,169,5,0,"2018-10-09"
admin@admin.ch,231,8,1,"2014-08-04"
admin@admin.ch,28,7,1,"1982-06-21"
admin@admin.ch,77,6,1,"1934-07-11"
admin@admin.ch,122,2,1,"1918-04-17"
admin@admin.ch,131,4,1,"2012-11-04"
admin@admin.ch,231,4,0,"1983-03-07"
admin@admin.ch,107,1,1,"1901-08-10"
admin@admin.ch,245,2,1,"1991-08-11"
admin@admin.ch,33,10,1,"1902-09-12"
admin@admin.ch,240,8,1,"1979-11-23"
admin@admin.ch,109,10,0,"1911-08-22"
admin@admin.ch,42,9,0,"2043-04-19"
admin@admin.ch,87,6,1,"1959-06-21"
admin@admin.ch,200,5,1,"1997-08-12"
admin@admin.ch,208,8,0,"2006-07-10"
admin@admin.ch,32,2,1,"1981-06-18"
admin@admin.ch,12,1,0,"1948-06-13"
admin@admin.ch,195,8,0,"2003-03-22"
admin@admin.ch,232,2,1,"1950-01-15"
admin@admin.ch,51,9,1,"1921-09-16"
admin@admin.ch,122,9,0,"2006-03-10"
admin@admin.ch,193,7,0,"1912-04-05"
admin@admin.ch,218,3,1,"1912-06-21"
admin@admin.ch,105,1,1,"1937-06-03"
admin@admin.ch,53,7,0,"1947-05-26"
admin@admin.ch,206,9,0,"1989-09-02"
admin@admin.ch,159,9,1,"2003-02-14"
admin@admin.ch,229,1,1,"1996-05-19"
admin@admin.ch,170,2,0,"1963-07-05"
admin@admin.ch,116,2,1,"2010-10-12"
admin@admin.ch,113,4,1,"2044-11-05"
admin@admin.ch,59,7,1,"2005-06-06"
admin@admin.ch,161,10,0,"1901-09-12"
admin@admin.ch,163,7,0,"1929-06-05"
admin@admin.ch,112,8,1,"1961-07-02"
admin@admin.ch,129,5,0,"2023-03-10"
admin@admin.ch,166,8,0,"1958-09-14"
admin@admin.ch,146,2,0,"1943-05-21"
admin@admin.ch,189,5,0,"1971-10-10"
admin@admin.ch,234,4,0,"1935-11-05"
admin@admin.ch,140,3,1,"1919-06-09"
admin@admin.ch,224,5,1,"1931-08-22"
admin@admin.ch,55,5,1,"2025-09-13"
admin@admin.ch,245,9,1,"2014-06-24"
admin@admin.ch,9,8,1,"2023-07-16"
admin@admin.ch,220,9,1,"1909-10-21"
admin@admin.ch,221,4,0,"1997-11-21"
admin@admin.ch,98,8,0,"1902-07-27"
admin@admin.ch,204,7,0,"1974-03-03"
admin@admin.ch,143,7,0,"2002-01-18"
admin@admin.ch,154,6,1,"1976-12-05"
admin@admin.ch,109,8,1,"1913-05-26"
admin@admin.ch,201,2,0,"1920-10-20"
admin@admin.ch,138,6,1,"1943-05-22"
admin@admin.ch,131,4,1,"2035-06-18"
admin@admin.ch,84,4,1,"2023-07-18"
admin@admin.ch,54,1,1,"1992-11-07"
admin@admin.ch,171,4,1,"2010-07-24"
admin@admin.ch,164,2,0,"1972-09-17"
admin@admin.ch,67,6,1,"1981-06-17"
admin@admin.ch,40,10,1,"1995-06-05"
admin@admin.ch,222,8,1,"2032-11-02"
admin@admin.ch,211,3,1,"1939-02-16"
admin@admin.ch,75,5,0,"1963-09-07"
admin@admin.ch,73,6,1,"2034-09-19"
admin@admin.ch,29,8,0,"2017-05-12"
admin@admin.ch,225,5,0,"2043-08-21"
admin@admin.ch,14,9,1,"1977-09-17"
